Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Next day is SchoolHoliday,Next day is StateHoliday,Next day is a Promo,Next day is Open
2015-06-09,38,2,5164,433,1,0,0,0,0,0,0,1
2015-06-09,33,2,7317,737,1,0,0,0,0,0,0,1
2015-06-09,43,2,5828,569,1,0,0,0,0,0,0,1
2015-06-09,44,2,5001,601,1,0,0,0,0,0,0,1
2015-06-09,45,2,3795,307,1,0,0,0,0,0,0,1
2015-06-09,139,2,5958,491,1,0,0,0,0,0,0,1
2015-06-09,241,2,5729,617,1,0,0,0,0,0,0,1
2015-06-09,239,2,4512,438,1,0,0,0,0,0,0,1
2015-06-09,238,2,7233,1083,1,0,0,0,0,0,0,1
2015-06-09,237,2,4929,651,1,0,0,0,0,0,0,1
2015-06-09,236,2,7219,903,1,0,0,0,0,0,0,1
2015-06-09,233,2,9071,1014,1,0,0,0,0,0,0,1
2015-06-09,232,2,2771,277,1,0,0,0,0,0,0,1
2015-06-09,230,2,6122,857,1,0,0,0,0,0,0,1
2015-06-09,229,2,7428,677,1,0,0,0,0,0,0,1
2015-06-09,228,2,7093,545,1,0,0,0,0,0,0,1
2015-06-09,227,2,5663,523,1,0,0,0,0,0,0,1
2015-06-09,226,2,6525,647,1,0,0,0,0,0,0,1
2015-06-09,225,2,4110,448,1,0,0,0,0,0,0,1
2015-06-09,212,2,4100,412,1,0,0,0,0,0,0,1
2015-06-09,213,2,7628,613,1,0,0,0,0,0,0,1
2015-06-09,215,2,4728,364,1,0,0,0,0,0,0,1
2015-06-09,217,2,4586,603,1,0,0,0,0,0,0,1
2015-06-09,220,2,4299,576,1,0,0,0,0,0,0,1
2015-06-09,224,2,6263,472,1,0,0,0,0,0,0,1
2015-06-09,210,2,2580,277,1,0,0,0,0,0,0,1
2015-06-09,243,2,5714,822,1,0,0,0,0,0,0,1
2015-06-09,245,2,8930,1082,1,0,0,0,0,0,0,1
2015-06-09,274,2,3858,1007,1,0,0,0,0,0,0,1
2015-06-09,273,2,6308,637,1,0,0,0,0,0,0,1
2015-06-09,272,2,5593,594,1,0,0,0,0,0,0,1
2015-06-09,271,2,7459,786,1,0,0,0,0,0,0,1
2015-06-09,270,2,8946,1214,1,0,0,0,0,0,0,1
2015-06-09,269,2,7984,1114,1,0,0,0,0,0,0,1
2015-06-09,268,2,4105,533,1,0,0,0,0,0,0,1
2015-06-09,265,2,4889,488,1,0,0,0,0,0,0,1
2015-06-09,264,2,5283,764,1,0,0,0,0,0,0,1
2015-06-09,261,2,9186,735,1,0,0,0,0,0,0,1
2015-06-09,260,2,5978,850,1,0,0,0,0,0,0,1
2015-06-09,246,2,6082,837,1,0,0,0,0,0,0,1
2015-06-09,247,2,6605,562,1,0,0,0,0,0,0,1
2015-06-09,250,2,6670,550,1,0,0,0,0,0,0,1
2015-06-09,251,2,18391,2396,1,0,0,0,0,0,0,1
2015-06-09,255,2,5071,533,1,0,0,0,0,0,0,1
2015-06-09,257,2,4339,566,1,0,0,0,0,0,0,1
2015-06-09,259,2,11403,2644,1,0,0,0,0,0,0,1
2015-06-09,253,2,4825,637,1,0,0,0,0,0,0,1
2015-06-09,207,2,9658,1224,1,0,0,0,0,0,0,1
2015-06-09,170,2,3775,464,1,0,0,0,0,0,0,1
2015-06-09,168,2,7575,780,1,0,0,0,0,0,0,1
2015-06-09,167,2,8790,1003,1,0,0,0,0,0,0,1
2015-06-09,164,2,6706,657,1,0,0,0,0,0,0,1
2015-06-09,161,2,7059,812,1,0,0,0,0,0,0,1
2015-06-09,156,2,6027,664,1,0,0,0,0,0,0,1
2015-06-09,155,2,5602,573,1,0,0,0,0,0,0,1
2015-06-09,144,2,6471,646,1,0,0,0,0,0,0,1
2015-06-09,150,2,6302,614,1,0,0,0,0,0,0,1
2015-06-09,151,2,6416,635,1,0,0,0,0,0,0,1
2015-06-09,153,2,5649,531,1,0,0,0,0,0,0,1
2015-06-09,154,2,7505,661,1,0,0,0,0,0,0,1
2015-06-09,173,2,7210,958,1,0,0,0,0,0,0,1
2015-06-09,205,2,5360,798,1,0,0,0,0,0,0,1
2015-06-09,204,2,5399,501,1,0,0,0,0,0,0,1
2015-06-09,203,2,6223,792,1,0,0,0,0,0,0,1
2015-06-09,202,2,5805,491,1,0,0,0,0,0,0,1
2015-06-09,199,2,7272,597,1,0,0,0,0,0,0,1
2015-06-09,198,2,2293,332,1,0,0,0,0,0,0,1
2015-06-09,195,2,9485,1193,1,0,0,0,0,0,0,1
2015-06-09,194,2,4608,399,1,0,0,0,0,0,0,1
2015-06-09,191,2,6338,662,1,0,0,0,0,0,0,1
2015-06-09,176,2,5001,621,1,0,0,0,0,0,0,1
2015-06-09,177,2,3219,436,1,0,0,0,0,0,0,1
2015-06-09,178,2,7875,724,1,0,0,0,0,0,0,1
2015-06-09,179,2,6905,935,1,0,0,0,0,0,0,1
2015-06-09,181,2,5048,616,1,0,0,0,0,0,0,1
2015-06-09,182,2,4392,362,1,0,0,0,0,0,0,1
2015-06-09,185,2,4771,411,1,0,0,0,0,0,0,1
2015-06-09,186,2,3584,362,1,0,0,0,0,0,0,1
2015-06-09,187,2,5171,764,1,0,0,0,0,0,0,1
2015-06-09,188,2,3913,394,1,0,0,0,0,0,0,1
2015-06-09,183,2,6144,627,1,0,0,0,0,0,0,1
2015-06-09,557,2,3394,535,1,0,0,0,0,0,0,1
2015-06-09,558,2,2293,350,1,0,0,0,0,0,0,1
2015-06-09,559,2,5679,765,1,0,0,0,0,0,0,1
2015-06-09,939,2,4258,453,1,0,0,0,0,0,0,1
2015-06-09,936,2,5424,798,1,0,0,0,0,0,0,1
2015-06-09,935,2,4967,565,1,0,0,0,0,0,0,1
2015-06-09,934,2,6093,613,1,0,0,0,0,0,0,1
2015-06-09,932,2,7298,769,1,0,0,0,0,0,0,1
2015-06-09,930,2,5877,1029,1,0,0,0,0,0,0,1
2015-06-09,927,2,6297,864,1,0,0,0,0,0,0,1
2015-06-09,925,2,6695,1023,1,0,0,0,0,0,0,1
2015-06-09,920,2,5354,596,1,0,0,0,0,0,0,1
2015-06-09,918,2,4299,472,1,0,0,0,0,0,0,1
2015-06-09,917,2,6304,717,1,0,0,0,0,0,0,1
2015-06-09,916,2,5364,676,1,0,0,0,0,0,0,1
2015-06-09,915,2,4985,409,1,0,0,0,0,0,0,1
2015-06-09,913,2,7107,984,1,0,0,0,0,0,0,1
2015-06-09,911,2,8345,797,1,0,0,0,0,0,0,1
2015-06-09,924,2,4515,467,1,0,0,0,0,0,0,1
2015-06-09,941,2,4783,533,1,0,0,0,0,0,0,1
2015-06-09,942,2,5169,425,1,0,0,0,0,0,0,1
2015-06-09,973,2,6644,854,1,0,0,0,0,0,0,1
2015-06-09,972,2,2860,354,1,0,0,0,0,0,0,1
2015-06-09,970,2,3406,433,1,0,0,0,0,0,0,1
2015-06-09,969,2,3577,627,1,0,0,0,0,0,0,1
2015-06-09,968,2,7511,869,1,0,0,0,0,0,0,1
2015-06-09,967,2,6776,778,1,0,0,0,0,0,0,1
2015-06-09,965,2,6282,701,1,0,0,0,0,0,0,1
2015-06-09,962,2,5775,863,1,0,0,0,0,0,0,1
2015-06-09,960,2,5204,433,1,0,0,0,0,0,0,1
2015-06-09,944,2,6564,1048,1,0,0,0,0,0,0,1
2015-06-09,948,2,6939,1875,1,0,0,0,0,0,0,1
2015-06-09,949,2,4176,387,1,0,0,0,0,0,0,1
2015-06-09,950,2,4993,495,1,0,0,0,0,0,0,1
2015-06-09,957,2,7300,834,1,0,0,0,0,0,0,1
2015-06-09,951,2,7001,664,1,0,0,0,0,0,0,1
2015-06-09,908,2,3292,308,1,0,0,0,0,0,0,1
2015-06-09,870,2,7554,928,1,0,0,0,0,0,0,1
2015-06-09,868,2,7650,501,1,0,0,0,0,0,0,1
2015-06-09,864,2,4277,597,1,0,0,0,0,0,0,1
2015-06-09,859,2,7565,702,1,0,0,0,0,0,0,1
2015-06-09,858,2,5125,440,1,0,0,0,0,0,0,1
2015-06-09,855,2,5466,609,1,0,0,0,0,0,0,1
2015-06-09,842,2,21898,1152,1,0,0,0,0,0,0,1
2015-06-09,843,2,7563,897,1,0,0,0,0,0,0,1
2015-06-09,845,2,3806,300,1,0,0,0,0,0,0,1
2015-06-09,871,2,5577,435,1,0,0,0,0,0,0,1
2015-06-09,846,2,8457,856,1,0,0,0,0,0,0,1
2015-06-09,849,2,6685,743,1,0,0,0,0,0,0,1
2015-06-09,850,2,5115,518,1,0,0,0,0,0,0,1
2015-06-09,851,2,4790,414,1,0,0,0,0,0,0,1
2015-06-09,853,2,8932,968,1,0,0,0,0,0,0,1
2015-06-09,975,2,6715,688,1,0,0,0,0,0,0,1
2015-06-09,905,2,6221,1004,1,0,0,0,0,0,0,1
2015-06-09,904,2,4359,389,1,0,0,0,0,0,0,1
2015-06-09,903,2,10800,712,1,0,0,0,0,0,0,1
2015-06-09,902,2,3813,547,1,0,0,0,0,0,0,1
2015-06-09,901,2,5363,539,1,0,0,0,0,0,0,1
2015-06-09,899,2,4551,519,1,0,0,0,0,0,0,1
2015-06-09,898,2,6117,756,1,0,0,0,0,0,0,1
2015-06-09,897,2,2374,261,1,0,0,0,0,0,0,1
2015-06-09,896,2,5833,956,1,0,0,0,0,0,0,1
2015-06-09,893,2,6011,754,1,0,0,0,0,0,0,1
2015-06-09,891,2,6711,898,1,0,0,0,0,0,0,1
2015-06-09,890,2,4793,421,1,0,0,0,0,0,0,1
2015-06-09,889,2,3178,391,1,0,0,0,0,0,0,1
2015-06-09,875,2,3823,378,1,0,0,0,0,0,0,1
2015-06-09,876,2,9599,1180,1,0,0,0,0,0,0,1
2015-06-09,877,2,5955,842,1,0,0,0,0,0,0,1
2015-06-09,879,2,3344,308,1,0,0,0,0,0,0,1
2015-06-09,880,2,7763,861,1,0,0,0,0,0,0,1
2015-06-09,873,2,3450,432,1,0,0,0,0,0,0,1
2015-06-09,881,2,3556,536,1,0,0,0,0,0,0,1
2015-06-09,885,2,5770,789,1,0,0,0,0,0,0,1
2015-06-09,887,2,5886,491,1,0,0,0,0,0,0,1
2015-06-09,888,2,7076,682,1,0,0,0,0,0,0,1
2015-06-09,882,2,5535,750,1,0,0,0,0,0,0,1
2015-06-09,976,2,6254,657,1,0,0,0,0,0,0,1
2015-06-09,978,2,7002,929,1,0,0,0,0,0,0,1
2015-06-09,1079,2,7111,627,1,0,0,0,0,0,0,1
2015-06-09,1078,2,6456,513,1,0,0,0,0,0,0,1
2015-06-09,1077,2,4546,494,1,0,0,0,0,0,0,1
2015-06-09,1074,2,4216,421,1,0,0,0,0,0,0,1
2015-06-09,1072,2,6945,646,1,0,0,0,0,0,0,1
2015-06-09,1071,2,6090,721,1,0,0,0,0,0,0,1
2015-06-09,1070,2,5245,684,1,0,0,0,0,0,0,1
2015-06-09,1068,2,3816,276,1,0,0,0,0,0,0,1
2015-06-09,1066,2,11276,1100,1,0,0,0,0,0,0,1
2015-06-09,1054,2,5125,561,1,0,0,0,0,0,0,1
2015-06-09,1055,2,6228,844,1,0,0,0,0,0,0,1
2015-06-09,1058,2,7358,709,1,0,0,0,0,0,0,1
2015-06-09,1059,2,7448,1029,1,0,0,0,0,0,0,1
2015-06-09,1062,2,5135,504,1,0,0,0,0,0,0,1
2015-06-09,1056,2,4190,379,1,0,0,0,0,0,0,1
2015-06-09,1083,2,4477,357,1,0,0,0,0,0,0,1
2015-06-09,1112,2,7342,634,1,0,0,0,0,0,0,1
2015-06-09,1110,2,3961,524,1,0,0,0,0,0,0,1
2015-06-09,1109,2,4318,430,1,0,0,0,0,0,0,1
2015-06-09,1105,2,4123,499,1,0,0,0,0,0,0,1
2015-06-09,1103,2,5376,415,1,0,0,0,0,0,0,1
2015-06-09,1102,2,6153,648,1,0,0,0,0,0,0,1
2015-06-09,1085,2,5747,629,1,0,0,0,0,0,0,1
2015-06-09,1086,2,4838,664,1,0,0,0,0,0,0,1
2015-06-09,1088,2,4926,483,1,0,0,0,0,0,0,1
2015-06-09,1089,2,8764,869,1,0,0,0,0,0,0,1
2015-06-09,1094,2,4342,335,1,0,0,0,0,0,0,1
2015-06-09,1095,2,4250,673,1,0,0,0,0,0,0,1
2015-06-09,1096,2,5624,627,1,0,0,0,0,0,0,1
2015-06-09,1091,2,6217,600,1,0,0,0,0,0,0,1
2015-06-09,839,2,3322,453,1,0,0,0,0,0,0,1
2015-06-09,1045,2,7447,984,1,0,0,0,0,0,0,1
2015-06-09,1008,2,4371,664,1,0,0,0,0,0,0,1
2015-06-09,1006,2,5344,727,1,0,0,0,0,0,0,1
2015-06-09,1005,2,6106,1001,1,0,0,0,0,0,0,1
2015-06-09,1004,2,4257,405,1,0,0,0,0,0,0,1
2015-06-09,1001,2,5148,609,1,0,0,0,0,0,0,1
2015-06-09,1000,2,6658,623,1,0,0,0,0,0,0,1
2015-06-09,997,2,3186,309,1,0,0,0,0,0,0,1
2015-06-09,995,2,9001,756,1,0,0,0,0,0,0,1
2015-06-09,993,2,6438,680,1,0,0,0,0,0,0,1
2015-06-09,979,2,5726,573,1,0,0,0,0,0,0,1
2015-06-09,981,2,6613,710,1,0,0,0,0,0,0,1
2015-06-09,983,2,6942,969,1,0,0,0,0,0,0,1
2015-06-09,1010,2,6228,612,1,0,0,0,0,0,0,1
2015-06-09,985,2,7387,667,1,0,0,0,0,0,0,1
2015-06-09,989,2,5249,603,1,0,0,0,0,0,0,1
2015-06-09,992,2,5084,631,1,0,0,0,0,0,0,1
2015-06-09,986,2,4636,650,1,0,0,0,0,0,0,1
2015-06-09,1043,2,6429,956,1,0,0,0,0,0,0,1
2015-06-09,1041,2,5643,585,1,0,0,0,0,0,0,1
2015-06-09,1039,2,6994,889,1,0,0,0,0,0,0,1
2015-06-09,1038,2,4751,423,1,0,0,0,0,0,0,1
2015-06-09,1035,2,4619,626,1,0,0,0,0,0,0,1
2015-06-09,1033,2,13747,1310,1,0,0,0,0,0,0,1
2015-06-09,1031,2,3821,361,1,0,0,0,0,0,0,1
2015-06-09,1029,2,6229,941,1,0,0,0,0,0,0,1
2015-06-09,1016,2,4277,426,1,0,0,0,0,0,0,1
2015-06-09,1018,2,10239,1198,1,0,0,0,0,0,0,1
2015-06-09,1012,2,4548,419,1,0,0,0,0,0,0,1
2015-06-09,1023,2,4959,510,1,0,0,0,0,0,0,1
2015-06-09,1025,2,7467,872,1,0,0,0,0,0,0,1
2015-06-09,1027,2,11464,1441,1,0,0,0,0,0,0,1
2015-06-09,1021,2,8761,1069,1,0,0,0,0,0,0,1
2015-06-09,838,2,7529,818,1,0,0,0,0,0,0,1
2015-06-09,1115,2,5119,363,1,0,0,0,0,0,0,1
2015-06-09,660,2,4722,491,1,0,0,0,0,0,0,1
2015-06-09,658,2,5067,571,1,0,0,0,0,0,0,1
2015-06-09,655,2,6597,595,1,0,0,0,0,0,0,1
2015-06-09,654,2,6127,702,1,0,0,0,0,0,0,1
2015-06-09,652,2,4962,566,1,0,0,0,0,0,0,1
2015-06-09,650,2,5342,568,1,0,0,0,0,0,0,1
2015-06-09,649,2,2830,358,1,0,0,0,0,0,0,1
2015-06-09,647,2,4247,580,1,0,0,0,0,0,0,1
2015-06-09,630,2,6235,794,1,0,0,0,0,0,0,1
2015-06-09,632,2,5532,795,1,0,0,0,0,0,0,1
2015-06-09,634,2,5662,576,1,0,0,0,0,0,0,1
2015-06-09,636,2,5195,683,1,0,0,0,0,0,0,1
2015-06-09,640,2,9529,748,1,0,0,0,0,0,0,1
2015-06-09,641,2,4416,438,1,0,0,0,0,0,0,1
2015-06-09,642,2,2995,434,1,0,0,0,0,0,0,1
2015-06-09,643,2,6436,959,1,0,0,0,0,0,0,1
2015-06-09,837,2,3861,541,1,0,0,0,0,0,0,1
2015-06-09,664,2,4297,538,1,0,0,0,0,0,0,1
2015-06-09,695,2,4413,441,1,0,0,0,0,0,0,1
2015-06-09,693,2,4953,409,1,0,0,0,0,0,0,1
2015-06-09,691,2,6602,498,1,0,0,0,0,0,0,1
2015-06-09,690,2,5155,800,1,0,0,0,0,0,0,1
2015-06-09,688,2,2991,336,1,0,0,0,0,0,0,1
2015-06-09,684,2,6964,576,1,0,0,0,0,0,0,1
2015-06-09,683,2,7776,844,1,0,0,0,0,0,0,1
2015-06-09,682,2,10971,1799,1,0,0,0,0,0,0,1
2015-06-09,665,2,7491,1311,1,0,0,0,0,0,0,1
2015-06-09,667,2,6607,614,1,0,0,0,0,0,0,1
2015-06-09,663,2,5518,662,1,0,0,0,0,0,0,1
2015-06-09,671,2,6646,662,1,0,0,0,0,0,0,1
2015-06-09,672,2,6994,1084,1,0,0,0,0,0,0,1
2015-06-09,626,2,6992,641,1,0,0,0,0,0,0,1
2015-06-09,589,2,4141,467,1,0,0,0,0,0,0,1
2015-06-09,588,2,5007,606,1,0,0,0,0,0,0,1
2015-06-09,587,2,9995,687,1,0,0,0,0,0,0,1
2015-06-09,585,2,3873,691,1,0,0,0,0,0,0,1
2015-06-09,584,2,4349,399,1,0,0,0,0,0,0,1
2015-06-09,580,2,8827,1452,1,0,0,0,0,0,0,1
2015-06-09,578,2,8505,784,1,0,0,0,0,0,0,1
2015-06-09,575,2,5175,510,1,0,0,0,0,0,0,1
2015-06-09,574,2,7526,591,1,0,0,0,0,0,0,1
2015-06-09,560,2,11834,1472,1,0,0,0,0,0,0,1
2015-06-09,563,2,4256,581,1,0,0,0,0,0,0,1
2015-06-09,564,2,5124,480,1,0,0,0,0,0,0,1
2015-06-09,565,2,5759,707,1,0,0,0,0,0,0,1
2015-06-09,566,2,4368,522,1,0,0,0,0,0,0,1
2015-06-09,572,2,5956,515,1,0,0,0,0,0,0,1
2015-06-09,573,2,3159,279,1,0,0,0,0,0,0,1
2015-06-09,567,2,4748,612,1,0,0,0,0,0,0,1
2015-06-09,627,2,5192,544,1,0,0,0,0,0,0,1
2015-06-09,624,2,6435,641,1,0,0,0,0,0,0,1
2015-06-09,623,2,6513,824,1,0,0,0,0,0,0,1
2015-06-09,620,2,7465,702,1,0,0,0,0,0,0,1
2015-06-09,619,2,3888,421,1,0,0,0,0,0,0,1
2015-06-09,618,2,6139,475,1,0,0,0,0,0,0,1
2015-06-09,615,2,7980,1120,1,0,0,0,0,0,0,1
2015-06-09,611,2,6039,483,1,0,0,0,0,0,0,1
2015-06-09,610,2,3877,485,1,0,0,0,0,0,0,1
2015-06-09,609,2,4430,528,1,0,0,0,0,0,0,1
2015-06-09,595,2,13981,1688,1,0,0,0,0,0,0,1
2015-06-09,596,2,3935,644,1,0,0,0,0,0,0,1
2015-06-09,601,2,4320,343,1,0,0,0,0,0,0,1
2015-06-09,603,2,6553,939,1,0,0,0,0,0,0,1
2015-06-09,608,2,9507,1014,1,0,0,0,0,0,0,1
2015-06-09,602,2,5832,609,1,0,0,0,0,0,0,1
2015-06-09,800,2,3501,357,1,0,0,0,0,0,0,1
2015-06-09,797,2,4556,448,1,0,0,0,0,0,0,1
2015-06-09,794,2,3608,571,1,0,0,0,0,0,0,1
2015-06-09,792,2,5807,578,1,0,0,0,0,0,0,1
2015-06-09,791,2,8112,869,1,0,0,0,0,0,0,1
2015-06-09,787,2,8764,1008,1,0,0,0,0,0,0,1
2015-06-09,786,2,3444,606,1,0,0,0,0,0,0,1
2015-06-09,785,2,5386,473,1,0,0,0,0,0,0,1
2015-06-09,771,2,6570,689,1,0,0,0,0,0,0,1
2015-06-09,774,2,4796,679,1,0,0,0,0,0,0,1
2015-06-09,778,2,5142,730,1,0,0,0,0,0,0,1
2015-06-09,782,2,4708,442,1,0,0,0,0,0,0,1
2015-06-09,783,2,5814,632,1,0,0,0,0,0,0,1
2015-06-09,769,2,12268,3371,1,0,0,0,0,0,0,1
2015-06-09,835,2,5138,631,1,0,0,0,0,0,0,1
2015-06-09,833,2,4471,464,1,0,0,0,0,0,0,1
2015-06-09,832,2,5410,491,1,0,0,0,0,0,0,1
2015-06-09,831,2,12270,1555,1,0,0,0,0,0,0,1
2015-06-09,830,2,5711,519,1,0,0,0,0,0,0,1
2015-06-09,829,2,4389,678,1,0,0,0,0,0,0,1
2015-06-09,827,2,14216,1817,1,0,0,0,0,0,0,1
2015-06-09,823,2,5164,527,1,0,0,0,0,0,0,1
2015-06-09,822,2,5407,471,1,0,0,0,0,0,0,1
2015-06-09,820,2,10482,977,1,0,0,0,0,0,0,1
2015-06-09,807,2,8430,879,1,0,0,0,0,0,0,1
2015-06-09,809,2,8168,746,1,0,0,0,0,0,0,1
2015-06-09,811,2,3834,656,1,0,0,0,0,0,0,1
2015-06-09,804,2,4491,405,1,0,0,0,0,0,0,1
2015-06-09,812,2,5619,748,1,0,0,0,0,0,0,1
2015-06-09,814,2,6898,584,1,0,0,0,0,0,0,1
2015-06-09,815,2,5317,542,1,0,0,0,0,0,0,1
2015-06-09,818,2,6022,646,1,0,0,0,0,0,0,1
2015-06-09,819,2,5284,489,1,0,0,0,0,0,0,1
2015-06-09,813,2,5838,666,1,0,0,0,0,0,0,1
2015-06-09,768,2,10618,1229,1,0,0,0,0,0,0,1
2015-06-09,766,2,5497,504,1,0,0,0,0,0,0,1
2015-06-09,726,2,9195,1036,1,0,0,0,0,0,0,1
2015-06-09,724,2,6940,699,1,0,0,0,0,0,0,1
2015-06-09,723,2,6223,496,1,0,0,0,0,0,0,1
2015-06-09,719,2,5480,465,1,0,0,0,0,0,0,1
2015-06-09,717,2,4375,489,1,0,0,0,0,0,0,1
2015-06-09,716,2,4981,404,1,0,0,0,0,0,0,1
2015-06-09,715,2,5732,656,1,0,0,0,0,0,0,1
2015-06-09,703,2,2711,324,1,0,0,0,0,0,0,1
2015-06-09,704,2,10942,1193,1,0,0,0,0,0,0,1
2015-06-09,705,2,7508,946,1,0,0,0,0,0,0,1
2015-06-09,731,2,8070,882,1,0,0,0,0,0,0,1
2015-06-09,708,2,4815,482,1,0,0,0,0,0,0,1
2015-06-09,709,2,9697,1374,1,0,0,0,0,0,0,1
2015-06-09,713,2,7009,914,1,0,0,0,0,0,0,1
2015-06-09,700,2,4105,527,1,0,0,0,0,0,0,1
2015-06-09,734,2,5286,516,1,0,0,0,0,0,0,1
2015-06-09,755,2,9686,885,1,0,0,0,0,0,0,1
2015-06-09,756,2,14767,2066,1,0,0,0,0,0,0,1
2015-06-09,758,2,4607,635,1,0,0,0,0,0,0,1
2015-06-09,760,2,7812,1213,1,0,0,0,0,0,0,1
2015-06-09,762,2,3299,367,1,0,0,0,0,0,0,1
2015-06-09,733,2,14272,3330,1,0,0,0,0,0,0,1
2015-06-09,759,2,5789,659,1,0,0,0,0,0,0,1
2015-06-09,749,2,4464,559,1,0,0,0,0,0,0,1
2015-06-09,735,2,4242,467,1,0,0,0,0,0,0,1
2015-06-09,736,2,3975,435,1,0,0,0,0,0,0,1
2015-06-09,737,2,6000,797,1,0,0,0,0,0,0,1
2015-06-09,739,2,9390,721,1,0,0,0,0,0,0,1
2015-06-09,738,2,7240,628,1,0,0,0,0,0,0,1
2015-06-09,742,2,6630,798,1,0,0,0,0,0,0,1
2015-06-09,743,2,2906,340,1,0,0,0,0,0,0,1
2015-06-09,745,2,6106,625,1,0,0,0,0,0,0,1
2015-06-09,746,2,5826,480,1,0,0,0,0,0,0,1
2015-06-10,372,3,7280,664,1,0,0,0,0,0,0,1
2015-06-10,369,3,4713,439,1,0,0,0,0,0,0,1
2015-06-10,370,3,6234,490,1,0,0,0,0,0,0,1
2015-06-10,375,3,8095,685,1,0,0,0,0,0,0,1
2015-06-10,378,3,6106,1000,1,0,0,0,0,0,0,1
2015-06-10,351,3,4479,408,1,0,0,0,0,0,0,1
2015-06-10,374,3,6647,842,1,0,0,0,0,0,0,1
2015-06-10,365,3,4560,490,1,0,0,0,0,0,0,1
2015-06-10,363,3,6011,894,1,0,0,0,0,0,0,1
2015-06-10,362,3,7287,988,1,0,0,0,0,0,0,1
2015-06-10,358,3,8728,975,1,0,0,0,0,0,0,1
2015-06-10,356,3,5740,410,1,0,0,0,0,0,0,1
2015-06-10,352,3,4921,482,1,0,0,0,0,0,0,1
2015-06-10,381,3,8639,953,1,0,0,0,0,0,0,1
2015-06-10,366,3,5413,549,1,0,0,0,0,0,0,1
2015-06-10,382,3,5495,469,1,0,0,0,0,0,0,1
2015-06-10,414,3,5560,446,1,0,0,0,0,0,0,1
2015-06-10,413,3,6269,847,1,0,0,0,0,0,0,1
2015-06-10,411,3,8179,650,1,0,0,0,0,0,0,1
2015-06-10,410,3,5874,714,1,0,0,0,0,0,0,1
2015-06-10,406,3,6089,445,1,0,0,0,0,0,0,1
2015-06-10,400,3,6672,1022,1,0,0,0,0,0,0,1
2015-06-10,385,3,5684,517,1,0,0,0,0,0,0,1
2015-06-10,386,3,4722,458,1,0,0,0,0,0,0,1
2015-06-10,387,3,7422,1019,1,0,0,0,0,0,0,1
2015-06-10,389,3,9233,1208,1,0,0,0,0,0,0,1
2015-06-10,383,3,14002,1857,1,0,0,0,0,0,0,1
2015-06-10,394,3,6250,554,1,0,0,0,0,0,0,1
2015-06-10,395,3,3509,480,1,0,0,0,0,0,0,1
2015-06-10,397,3,5556,739,1,0,0,0,0,0,0,1
2015-06-10,398,3,3765,466,1,0,0,0,0,0,0,1
2015-06-10,392,3,6443,683,1,0,0,0,0,0,0,1
2015-06-10,280,3,4985,421,1,0,0,0,0,0,0,1
2015-06-10,311,3,5889,818,1,0,0,0,0,0,0,1
2015-06-10,307,3,2168,264,1,0,0,0,0,0,0,1
2015-06-10,306,3,4468,485,1,0,0,0,0,0,0,1
2015-06-10,305,3,5192,487,1,0,0,0,0,0,0,1
2015-06-10,299,3,5844,711,1,0,0,0,0,0,0,1
2015-06-10,298,3,6805,565,1,0,0,0,0,0,0,1
2015-06-10,297,3,6103,667,1,0,0,0,0,0,0,1
2015-06-10,296,3,5544,685,1,0,0,0,0,0,0,1
2015-06-10,295,3,5323,675,1,0,0,0,0,0,0,1
2015-06-10,281,3,4135,422,1,0,0,0,0,0,0,1
2015-06-10,283,3,6395,637,1,0,0,0,0,0,0,1
2015-06-10,284,3,4211,372,1,0,0,0,0,0,0,1
2015-06-10,285,3,4562,443,1,0,0,0,0,0,0,1
2015-06-10,286,3,2783,284,1,0,0,0,0,0,0,1
2015-06-10,287,3,7488,759,1,0,0,0,0,0,0,1
2015-06-10,289,3,4739,458,1,0,0,0,0,0,0,1
2015-06-10,290,3,6568,685,1,0,0,0,0,0,0,1
2015-06-10,293,3,5286,689,1,0,0,0,0,0,0,1
2015-06-10,288,3,4059,320,1,0,0,0,0,0,0,1
2015-06-10,348,3,7732,669,1,0,0,0,0,0,0,1
2015-06-10,315,3,3646,405,1,0,0,0,0,0,0,1
2015-06-10,343,3,6242,648,1,0,0,0,0,0,0,1
2015-06-10,341,3,4587,678,1,0,0,0,0,0,0,1
2015-06-10,340,3,5659,676,1,0,0,0,0,0,0,1
2015-06-10,338,3,5226,477,1,0,0,0,0,0,0,1
2015-06-10,333,3,7996,1157,1,0,0,0,0,0,0,1
2015-06-10,332,3,3394,497,1,0,0,0,0,0,0,1
2015-06-10,331,3,4944,661,1,0,0,0,0,0,0,1
2015-06-10,330,3,3558,412,1,0,0,0,0,0,0,1
2015-06-10,316,3,8617,774,1,0,0,0,0,0,0,1
2015-06-10,317,3,4115,461,1,0,0,0,0,0,0,1
2015-06-10,318,3,6292,581,1,0,0,0,0,0,0,1
2015-06-10,319,3,6320,696,1,0,0,0,0,0,0,1
2015-06-10,320,3,11824,1815,1,0,0,0,0,0,0,1
2015-06-10,321,3,4383,454,1,0,0,0,0,0,0,1
2015-06-10,322,3,4051,466,1,0,0,0,0,0,0,1
2015-06-10,327,3,6861,823,1,0,0,0,0,0,0,1
2015-06-10,323,3,6100,543,1,0,0,0,0,0,0,1
